image_patch,mask_patch,source_image,x,y,patch_width,patch_height
img_9_patch_0712.tif,img_9_patch_0712_mask.tif,img_9.tif,576,832,256,256
img_9_patch_0713.tif,img_9_patch_0713_mask.tif,img_9.tif,640,832,256,256
img_9_patch_0714.tif,img_9_patch_0714_mask.tif,img_9.tif,704,832,256,256
img_9_patch_0715.tif,img_9_patch_0715_mask.tif,img_9.tif,768,832,256,256
img_9_patch_0716.tif,img_9_patch_0716_mask.tif,img_9.tif,832,832,256,256
img_9_patch_0717.tif,img_9_patch_0717_mask.tif,img_9.tif,896,832,256,256
img_9_patch_0718.tif,img_9_patch_0718_mask.tif,img_9.tif,960,832,256,256
img_9_patch_0719.tif,img_9_patch_0719_mask.tif,img_9.tif,1024,832,256,256
img_9_patch_0720.tif,img_9_patch_0720_mask.tif,img_9.tif,1088,832,256,256
img_9_patch_0721.tif,img_9_patch_0721_mask.tif,img_9.tif,1152,832,256,256
img_9_patch_0722.tif,img_9_patch_0722_mask.tif,img_9.tif,1216,832,256,256
img_9_patch_0723.tif,img_9_patch_0723_mask.tif,img_9.tif,1280,832,256,256
img_9_patch_0724.tif,img_9_patch_0724_mask.tif,img_9.tif,1344,832,256,256
img_9_patch_0725.tif,img_9_patch_0725_mask.tif,img_9.tif,1408,832,256,256
img_9_patch_0726.tif,img_9_patch_0726_mask.tif,img_9.tif,1472,832,256,256
img_9_patch_0727.tif,img_9_patch_0727_mask.tif,img_9.tif,1536,832,256,256
img_9_patch_0728.tif,img_9_patch_0728_mask.tif,img_9.tif,1600,832,256,256
img_9_patch_0729.tif,img_9_patch_0729_mask.tif,img_9.tif,1664,832,256,256
img_9_patch_0730.tif,img_9_patch_0730_mask.tif,img_9.tif,1728,832,256,256
img_9_patch_0731.tif,img_9_patch_0731_mask.tif,img_9.tif,1792,832,256,256
img_9_patch_0732.tif,img_9_patch_0732_mask.tif,img_9.tif,1856,832,256,256
img_9_patch_0733.tif,img_9_patch_0733_mask.tif,img_9.tif,1920,832,256,256
img_9_patch_0734.tif,img_9_patch_0734_mask.tif,img_9.tif,1984,832,256,256
img_9_patch_0735.tif,img_9_patch_0735_mask.tif,img_9.tif,2048,832,256,256
img_9_patch_0736.tif,img_9_patch_0736_mask.tif,img_9.tif,2112,832,256,256
img_9_patch_0737.tif,img_9_patch_0737_mask.tif,img_9.tif,2176,832,256,256
img_9_patch_0738.tif,img_9_patch_0738_mask.tif,img_9.tif,2240,832,256,256
img_9_patch_0739.tif,img_9_patch_0739_mask.tif,img_9.tif,2304,832,256,256
img_9_patch_0740.tif,img_9_patch_0740_mask.tif,img_9.tif,2368,832,256,256
img_9_patch_0741.tif,img_9_patch_0741_mask.tif,img_9.tif,2432,832,256,256
img_9_patch_0742.tif,img_9_patch_0742_mask.tif,img_9.tif,2496,832,256,256
img_9_patch_0743.tif,img_9_patch_0743_mask.tif,img_9.tif,2560,832,256,256
img_9_patch_0744.tif,img_9_patch_0744_mask.tif,img_9.tif,2624,832,256,256
img_9_patch_0745.tif,img_9_patch_0745_mask.tif,img_9.tif,2688,832,256,256
img_9_patch_0746.tif,img_9_patch_0746_mask.tif,img_9.tif,2752,832,256,256
img_9_patch_0747.tif,img_9_patch_0747_mask.tif,img_9.tif,2816,832,256,256
img_9_patch_0748.tif,img_9_patch_0748_mask.tif,img_9.tif,2880,832,256,256
img_9_patch_0749.tif,img_9_patch_0749_mask.tif,img_9.tif,2944,832,256,256
img_9_patch_0750.tif,img_9_patch_0750_mask.tif,img_9.tif,3008,832,256,256
img_9_patch_0751.tif,img_9_patch_0751_mask.tif,img_9.tif,3072,832,256,256
img_9_patch_0752.tif,img_9_patch_0752_mask.tif,img_9.tif,3136,832,256,256
img_9_patch_0753.tif,img_9_patch_0753_mask.tif,img_9.tif,3200,832,256,256
img_9_patch_0754.tif,img_9_patch_0754_mask.tif,img_9.tif,3264,832,256,256
img_9_patch_0755.tif,img_9_patch_0755_mask.tif,img_9.tif,3328,832,256,256
img_9_patch_0756.tif,img_9_patch_0756_mask.tif,img_9.tif,3348,832,256,256
img_9_patch_0757.tif,img_9_patch_0757_mask.tif,img_9.tif,0,896,256,256
img_9_patch_0758.tif,img_9_patch_0758_mask.tif,img_9.tif,64,896,256,256
img_9_patch_0759.tif,img_9_patch_0759_mask.tif,img_9.tif,128,896,256,256
img_9_patch_0760.tif,img_9_patch_0760_mask.tif,img_9.tif,192,896,256,256
img_9_patch_0761.tif,img_9_patch_0761_mask.tif,img_9.tif,256,896,256,256
img_9_patch_0762.tif,img_9_patch_0762_mask.tif,img_9.tif,320,896,256,256
img_9_patch_0763.tif,img_9_patch_0763_mask.tif,img_9.tif,384,896,256,256
img_9_patch_0764.tif,img_9_patch_0764_mask.tif,img_9.tif,448,896,256,256
img_9_patch_0765.tif,img_9_patch_0765_mask.tif,img_9.tif,512,896,256,256
img_9_patch_0766.tif,img_9_patch_0766_mask.tif,img_9.tif,576,896,256,256
img_9_patch_0767.tif,img_9_patch_0767_mask.tif,img_9.tif,640,896,256,256
img_9_patch_0768.tif,img_9_patch_0768_mask.tif,img_9.tif,704,896,256,256
img_9_patch_0769.tif,img_9_patch_0769_mask.tif,img_9.tif,768,896,256,256
img_9_patch_0770.tif,img_9_patch_0770_mask.tif,img_9.tif,832,896,256,256
img_9_patch_0771.tif,img_9_patch_0771_mask.tif,img_9.tif,896,896,256,256
img_9_patch_0772.tif,img_9_patch_0772_mask.tif,img_9.tif,960,896,256,256
img_9_patch_0773.tif,img_9_patch_0773_mask.tif,img_9.tif,1024,896,256,256
img_9_patch_0774.tif,img_9_patch_0774_mask.tif,img_9.tif,1088,896,256,256
img_9_patch_0775.tif,img_9_patch_0775_mask.tif,img_9.tif,1152,896,256,256
img_9_patch_0776.tif,img_9_patch_0776_mask.tif,img_9.tif,1216,896,256,256
img_9_patch_0777.tif,img_9_patch_0777_mask.tif,img_9.tif,1280,896,256,256
img_9_patch_0778.tif,img_9_patch_0778_mask.tif,img_9.tif,1344,896,256,256
img_9_patch_0779.tif,img_9_patch_0779_mask.tif,img_9.tif,1408,896,256,256
img_9_patch_0780.tif,img_9_patch_0780_mask.tif,img_9.tif,1472,896,256,256
img_9_patch_0781.tif,img_9_patch_0781_mask.tif,img_9.tif,1536,896,256,256
img_9_patch_0782.tif,img_9_patch_0782_mask.tif,img_9.tif,1600,896,256,256
img_9_patch_0783.tif,img_9_patch_0783_mask.tif,img_9.tif,1664,896,256,256
img_9_patch_0784.tif,img_9_patch_0784_mask.tif,img_9.tif,1728,896,256,256
img_9_patch_0785.tif,img_9_patch_0785_mask.tif,img_9.tif,1792,896,256,256
img_9_patch_0786.tif,img_9_patch_0786_mask.tif,img_9.tif,1856,896,256,256
img_9_patch_0787.tif,img_9_patch_0787_mask.tif,img_9.tif,1920,896,256,256
img_9_patch_0788.tif,img_9_patch_0788_mask.tif,img_9.tif,1984,896,256,256
img_9_patch_0789.tif,img_9_patch_0789_mask.tif,img_9.tif,2048,896,256,256
img_9_patch_0790.tif,img_9_patch_0790_mask.tif,img_9.tif,2112,896,256,256
img_9_patch_0791.tif,img_9_patch_0791_mask.tif,img_9.tif,2176,896,256,256
img_9_patch_0792.tif,img_9_patch_0792_mask.tif,img_9.tif,2240,896,256,256
img_9_patch_0793.tif,img_9_patch_0793_mask.tif,img_9.tif,2304,896,256,256
img_9_patch_0794.tif,img_9_patch_0794_mask.tif,img_9.tif,2368,896,256,256
img_9_patch_0795.tif,img_9_patch_0795_mask.tif,img_9.tif,2432,896,256,256
img_9_patch_0796.tif,img_9_patch_0796_mask.tif,img_9.tif,2496,896,256,256
img_9_patch_0797.tif,img_9_patch_0797_mask.tif,img_9.tif,2560,896,256,256
img_9_patch_0798.tif,img_9_patch_0798_mask.tif,img_9.tif,2624,896,256,256
img_9_patch_0799.tif,img_9_patch_0799_mask.tif,img_9.tif,2688,896,256,256
img_9_patch_0800.tif,img_9_patch_0800_mask.tif,img_9.tif,2752,896,256,256
img_9_patch_0801.tif,img_9_patch_0801_mask.tif,img_9.tif,2816,896,256,256
img_9_patch_0802.tif,img_9_patch_0802_mask.tif,img_9.tif,2880,896,256,256
img_9_patch_0803.tif,img_9_patch_0803_mask.tif,img_9.tif,2944,896,256,256
img_9_patch_0804.tif,img_9_patch_0804_mask.tif,img_9.tif,3008,896,256,256
img_9_patch_0805.tif,img_9_patch_0805_mask.tif,img_9.tif,3072,896,256,256
img_9_patch_0806.tif,img_9_patch_0806_mask.tif,img_9.tif,3136,896,256,256
img_9_patch_0807.tif,img_9_patch_0807_mask.tif,img_9.tif,3200,896,256,256
img_9_patch_0808.tif,img_9_patch_0808_mask.tif,img_9.tif,3264,896,256,256
img_9_patch_0809.tif,img_9_patch_0809_mask.tif,img_9.tif,3328,896,256,256
img_9_patch_0810.tif,img_9_patch_0810_mask.tif,img_9.tif,3348,896,256,256
img_9_patch_0811.tif,img_9_patch_0811_mask.tif,img_9.tif,0,960,256,256
img_9_patch_0812.tif,img_9_patch_0812_mask.tif,img_9.tif,64,960,256,256
img_9_patch_0813.tif,img_9_patch_0813_mask.tif,img_9.tif,128,960,256,256
img_9_patch_0814.tif,img_9_patch_0814_mask.tif,img_9.tif,192,960,256,256
img_9_patch_0815.tif,img_9_patch_0815_mask.tif,img_9.tif,256,960,256,256
img_9_patch_0816.tif,img_9_patch_0816_mask.tif,img_9.tif,320,960,256,256
img_9_patch_0817.tif,img_9_patch_0817_mask.tif,img_9.tif,384,960,256,256
img_9_patch_0818.tif,img_9_patch_0818_mask.tif,img_9.tif,448,960,256,256
img_9_patch_0819.tif,img_9_patch_0819_mask.tif,img_9.tif,512,960,256,256
img_9_patch_0820.tif,img_9_patch_0820_mask.tif,img_9.tif,576,960,256,256
img_9_patch_0821.tif,img_9_patch_0821_mask.tif,img_9.tif,640,960,256,256
img_9_patch_0822.tif,img_9_patch_0822_mask.tif,img_9.tif,704,960,256,256
img_9_patch_0823.tif,img_9_patch_0823_mask.tif,img_9.tif,768,960,256,256
img_9_patch_0824.tif,img_9_patch_0824_mask.tif,img_9.tif,832,960,256,256
img_9_patch_0825.tif,img_9_patch_0825_mask.tif,img_9.tif,896,960,256,256
img_9_patch_0826.tif,img_9_patch_0826_mask.tif,img_9.tif,960,960,256,256
img_9_patch_0827.tif,img_9_patch_0827_mask.tif,img_9.tif,1024,960,256,256
img_9_patch_0828.tif,img_9_patch_0828_mask.tif,img_9.tif,1088,960,256,256
img_9_patch_0829.tif,img_9_patch_0829_mask.tif,img_9.tif,1152,960,256,256
img_9_patch_0830.tif,img_9_patch_0830_mask.tif,img_9.tif,1216,960,256,256
img_9_patch_0831.tif,img_9_patch_0831_mask.tif,img_9.tif,1280,960,256,256
img_9_patch_0832.tif,img_9_patch_0832_mask.tif,img_9.tif,1344,960,256,256
img_9_patch_0833.tif,img_9_patch_0833_mask.tif,img_9.tif,1408,960,256,256
img_9_patch_0834.tif,img_9_patch_0834_mask.tif,img_9.tif,1472,960,256,256
img_9_patch_0835.tif,img_9_patch_0835_mask.tif,img_9.tif,1536,960,256,256
img_9_patch_0836.tif,img_9_patch_0836_mask.tif,img_9.tif,1600,960,256,256
img_9_patch_0837.tif,img_9_patch_0837_mask.tif,img_9.tif,1664,960,256,256
img_9_patch_0838.tif,img_9_patch_0838_mask.tif,img_9.tif,1728,960,256,256
img_9_patch_0839.tif,img_9_patch_0839_mask.tif,img_9.tif,1792,960,256,256
img_9_patch_0840.tif,img_9_patch_0840_mask.tif,img_9.tif,1856,960,256,256
img_9_patch_0841.tif,img_9_patch_0841_mask.tif,img_9.tif,1920,960,256,256
img_9_patch_0842.tif,img_9_patch_0842_mask.tif,img_9.tif,1984,960,256,256
img_9_patch_0843.tif,img_9_patch_0843_mask.tif,img_9.tif,2048,960,256,256
img_9_patch_0844.tif,img_9_patch_0844_mask.tif,img_9.tif,2112,960,256,256
img_9_patch_0845.tif,img_9_patch_0845_mask.tif,img_9.tif,2176,960,256,256
img_9_patch_0846.tif,img_9_patch_0846_mask.tif,img_9.tif,2240,960,256,256
img_9_patch_0847.tif,img_9_patch_0847_mask.tif,img_9.tif,2304,960,256,256
img_9_patch_0848.tif,img_9_patch_0848_mask.tif,img_9.tif,2368,960,256,256
img_9_patch_0849.tif,img_9_patch_0849_mask.tif,img_9.tif,2432,960,256,256
img_9_patch_0850.tif,img_9_patch_0850_mask.tif,img_9.tif,2496,960,256,256
img_9_patch_0851.tif,img_9_patch_0851_mask.tif,img_9.tif,2560,960,256,256
img_9_patch_0852.tif,img_9_patch_0852_mask.tif,img_9.tif,2624,960,256,256
img_9_patch_0853.tif,img_9_patch_0853_mask.tif,img_9.tif,2688,960,256,256
img_9_patch_0854.tif,img_9_patch_0854_mask.tif,img_9.tif,2752,960,256,256
img_9_patch_0855.tif,img_9_patch_0855_mask.tif,img_9.tif,2816,960,256,256
img_9_patch_0856.tif,img_9_patch_0856_mask.tif,img_9.tif,2880,960,256,256
img_9_patch_0857.tif,img_9_patch_0857_mask.tif,img_9.tif,2944,960,256,256
img_9_patch_0858.tif,img_9_patch_0858_mask.tif,img_9.tif,3008,960,256,256
img_9_patch_0859.tif,img_9_patch_0859_mask.tif,img_9.tif,3072,960,256,256
img_9_patch_0860.tif,img_9_patch_0860_mask.tif,img_9.tif,3136,960,256,256
img_9_patch_0861.tif,img_9_patch_0861_mask.tif,img_9.tif,3200,960,256,256
img_9_patch_0862.tif,img_9_patch_0862_mask.tif,img_9.tif,3264,960,256,256
img_9_patch_0863.tif,img_9_patch_0863_mask.tif,img_9.tif,3328,960,256,256
img_9_patch_0864.tif,img_9_patch_0864_mask.tif,img_9.tif,3348,960,256,256
img_9_patch_0865.tif,img_9_patch_0865_mask.tif,img_9.tif,0,1024,256,256
img_9_patch_0866.tif,img_9_patch_0866_mask.tif,img_9.tif,64,1024,256,256
img_9_patch_0867.tif,img_9_patch_0867_mask.tif,img_9.tif,128,1024,256,256
img_9_patch_0868.tif,img_9_patch_0868_mask.tif,img_9.tif,192,1024,256,256
img_9_patch_0869.tif,img_9_patch_0869_mask.tif,img_9.tif,256,1024,256,256
img_9_patch_0870.tif,img_9_patch_0870_mask.tif,img_9.tif,320,1024,256,256
img_9_patch_0871.tif,img_9_patch_0871_mask.tif,img_9.tif,384,1024,256,256
img_9_patch_0872.tif,img_9_patch_0872_mask.tif,img_9.tif,448,1024,256,256
img_9_patch_0873.tif,img_9_patch_0873_mask.tif,img_9.tif,512,1024,256,256
img_9_patch_0874.tif,img_9_patch_0874_mask.tif,img_9.tif,576,1024,256,256
img_9_patch_0875.tif,img_9_patch_0875_mask.tif,img_9.tif,640,1024,256,256
img_9_patch_0876.tif,img_9_patch_0876_mask.tif,img_9.tif,704,1024,256,256
img_9_patch_0877.tif,img_9_patch_0877_mask.tif,img_9.tif,768,1024,256,256
img_9_patch_0878.tif,img_9_patch_0878_mask.tif,img_9.tif,832,1024,256,256
img_9_patch_0879.tif,img_9_patch_0879_mask.tif,img_9.tif,896,1024,256,256
img_9_patch_0880.tif,img_9_patch_0880_mask.tif,img_9.tif,960,1024,256,256
img_9_patch_0881.tif,img_9_patch_0881_mask.tif,img_9.tif,1024,1024,256,256
img_9_patch_0882.tif,img_9_patch_0882_mask.tif,img_9.tif,1088,1024,256,256
img_9_patch_0883.tif,img_9_patch_0883_mask.tif,img_9.tif,1152,1024,256,256
img_9_patch_0884.tif,img_9_patch_0884_mask.tif,img_9.tif,1216,1024,256,256
img_9_patch_0885.tif,img_9_patch_0885_mask.tif,img_9.tif,1280,1024,256,256
img_9_patch_0886.tif,img_9_patch_0886_mask.tif,img_9.tif,1344,1024,256,256
img_9_patch_0887.tif,img_9_patch_0887_mask.tif,img_9.tif,1408,1024,256,256
img_9_patch_0888.tif,img_9_patch_0888_mask.tif,img_9.tif,1472,1024,256,256
img_9_patch_0889.tif,img_9_patch_0889_mask.tif,img_9.tif,1536,1024,256,256
img_9_patch_0890.tif,img_9_patch_0890_mask.tif,img_9.tif,1600,1024,256,256
img_9_patch_0891.tif,img_9_patch_0891_mask.tif,img_9.tif,1664,1024,256,256
img_9_patch_0892.tif,img_9_patch_0892_mask.tif,img_9.tif,1728,1024,256,256
img_9_patch_0893.tif,img_9_patch_0893_mask.tif,img_9.tif,1792,1024,256,256
img_9_patch_0894.tif,img_9_patch_0894_mask.tif,img_9.tif,1856,1024,256,256
img_9_patch_0895.tif,img_9_patch_0895_mask.tif,img_9.tif,1920,1024,256,256
img_9_patch_0896.tif,img_9_patch_0896_mask.tif,img_9.tif,1984,1024,256,256
img_9_patch_0897.tif,img_9_patch_0897_mask.tif,img_9.tif,2048,1024,256,256
img_9_patch_0898.tif,img_9_patch_0898_mask.tif,img_9.tif,2112,1024,256,256
img_9_patch_0899.tif,img_9_patch_0899_mask.tif,img_9.tif,2176,1024,256,256
img_9_patch_0900.tif,img_9_patch_0900_mask.tif,img_9.tif,2240,1024,256,256
img_9_patch_0901.tif,img_9_patch_0901_mask.tif,img_9.tif,2304,1024,256,256
img_9_patch_0902.tif,img_9_patch_0902_mask.tif,img_9.tif,2368,1024,256,256
img_9_patch_0903.tif,img_9_patch_0903_mask.tif,img_9.tif,2432,1024,256,256
img_9_patch_0904.tif,img_9_patch_0904_mask.tif,img_9.tif,2496,1024,256,256
img_9_patch_0905.tif,img_9_patch_0905_mask.tif,img_9.tif,2560,1024,256,256
img_9_patch_0906.tif,img_9_patch_0906_mask.tif,img_9.tif,2624,1024,256,256
img_9_patch_0907.tif,img_9_patch_0907_mask.tif,img_9.tif,2688,1024,256,256
img_9_patch_0908.tif,img_9_patch_0908_mask.tif,img_9.tif,2752,1024,256,256
img_9_patch_0909.tif,img_9_patch_0909_mask.tif,img_9.tif,2816,1024,256,256
img_9_patch_0910.tif,img_9_patch_0910_mask.tif,img_9.tif,2880,1024,256,256
img_9_patch_0911.tif,img_9_patch_0911_mask.tif,img_9.tif,2944,1024,256,256
img_9_patch_0912.tif,img_9_patch_0912_mask.tif,img_9.tif,3008,1024,256,256
img_9_patch_0913.tif,img_9_patch_0913_mask.tif,img_9.tif,3072,1024,256,256
img_9_patch_0914.tif,img_9_patch_0914_mask.tif,img_9.tif,3136,1024,256,256
img_9_patch_0915.tif,img_9_patch_0915_mask.tif,img_9.tif,3200,1024,256,256
img_9_patch_0916.tif,img_9_patch_0916_mask.tif,img_9.tif,3264,1024,256,256
img_9_patch_0917.tif,img_9_patch_0917_mask.tif,img_9.tif,3328,1024,256,256
img_9_patch_0918.tif,img_9_patch_0918_mask.tif,img_9.tif,3348,1024,256,256
img_9_patch_0919.tif,img_9_patch_0919_mask.tif,img_9.tif,0,1088,256,256
img_9_patch_0920.tif,img_9_patch_0920_mask.tif,img_9.tif,64,1088,256,256
img_9_patch_0921.tif,img_9_patch_0921_mask.tif,img_9.tif,128,1088,256,256
img_9_patch_0922.tif,img_9_patch_0922_mask.tif,img_9.tif,192,1088,256,256
img_9_patch_0923.tif,img_9_patch_0923_mask.tif,img_9.tif,256,1088,256,256
img_9_patch_0924.tif,img_9_patch_0924_mask.tif,img_9.tif,320,1088,256,256
img_9_patch_0925.tif,img_9_patch_0925_mask.tif,img_9.tif,384,1088,256,256
img_9_patch_0926.tif,img_9_patch_0926_mask.tif,img_9.tif,448,1088,256,256
img_9_patch_0927.tif,img_9_patch_0927_mask.tif,img_9.tif,512,1088,256,256
img_9_patch_0928.tif,img_9_patch_0928_mask.tif,img_9.tif,576,1088,256,256
img_9_patch_0929.tif,img_9_patch_0929_mask.tif,img_9.tif,640,1088,256,256
img_9_patch_0930.tif,img_9_patch_0930_mask.tif,img_9.tif,704,1088,256,256
img_9_patch_0931.tif,img_9_patch_0931_mask.tif,img_9.tif,768,1088,256,256
img_9_patch_0932.tif,img_9_patch_0932_mask.tif,img_9.tif,832,1088,256,256
img_9_patch_0933.tif,img_9_patch_0933_mask.tif,img_9.tif,896,1088,256,256
img_9_patch_0934.tif,img_9_patch_0934_mask.tif,img_9.tif,960,1088,256,256
img_9_patch_0935.tif,img_9_patch_0935_mask.tif,img_9.tif,1024,1088,256,256
img_9_patch_0936.tif,img_9_patch_0936_mask.tif,img_9.tif,1088,1088,256,256
img_9_patch_0937.tif,img_9_patch_0937_mask.tif,img_9.tif,1152,1088,256,256
img_9_patch_0938.tif,img_9_patch_0938_mask.tif,img_9.tif,1216,1088,256,256
img_9_patch_0939.tif,img_9_patch_0939_mask.tif,img_9.tif,1280,1088,256,256
img_9_patch_0940.tif,img_9_patch_0940_mask.tif,img_9.tif,1344,1088,256,256
img_9_patch_0941.tif,img_9_patch_0941_mask.tif,img_9.tif,1408,1088,256,256
img_9_patch_0942.tif,img_9_patch_0942_mask.tif,img_9.tif,1472,1088,256,256
img_9_patch_0943.tif,img_9_patch_0943_mask.tif,img_9.tif,1536,1088,256,256
img_9_patch_0944.tif,img_9_patch_0944_mask.tif,img_9.tif,1600,1088,256,256
img_9_patch_0945.tif,img_9_patch_0945_mask.tif,img_9.tif,1664,1088,256,256
img_9_patch_0946.tif,img_9_patch_0946_mask.tif,img_9.tif,1728,1088,256,256
img_9_patch_0947.tif,img_9_patch_0947_mask.tif,img_9.tif,1792,1088,256,256
img_9_patch_0948.tif,img_9_patch_0948_mask.tif,img_9.tif,1856,1088,256,256
img_9_patch_0949.tif,img_9_patch_0949_mask.tif,img_9.tif,1920,1088,256,256
img_9_patch_0950.tif,img_9_patch_0950_mask.tif,img_9.tif,1984,1088,256,256
img_9_patch_0951.tif,img_9_patch_0951_mask.tif,img_9.tif,2048,1088,256,256
img_9_patch_0952.tif,img_9_patch_0952_mask.tif,img_9.tif,2112,1088,256,256
img_9_patch_0953.tif,img_9_patch_0953_mask.tif,img_9.tif,2176,1088,256,256
img_9_patch_0954.tif,img_9_patch_0954_mask.tif,img_9.tif,2240,1088,256,256
img_9_patch_0955.tif,img_9_patch_0955_mask.tif,img_9.tif,2304,1088,256,256
img_9_patch_0956.tif,img_9_patch_0956_mask.tif,img_9.tif,2368,1088,256,256
img_9_patch_0957.tif,img_9_patch_0957_mask.tif,img_9.tif,2432,1088,256,256
img_9_patch_0958.tif,img_9_patch_0958_mask.tif,img_9.tif,2496,1088,256,256
img_9_patch_0959.tif,img_9_patch_0959_mask.tif,img_9.tif,2560,1088,256,256
img_9_patch_0960.tif,img_9_patch_0960_mask.tif,img_9.tif,2624,1088,256,256
img_9_patch_0961.tif,img_9_patch_0961_mask.tif,img_9.tif,2688,1088,256,256
img_9_patch_0962.tif,img_9_patch_0962_mask.tif,img_9.tif,2752,1088,256,256
img_9_patch_0963.tif,img_9_patch_0963_mask.tif,img_9.tif,2816,1088,256,256
img_9_patch_0964.tif,img_9_patch_0964_mask.tif,img_9.tif,2880,1088,256,256
img_9_patch_0965.tif,img_9_patch_0965_mask.tif,img_9.tif,2944,1088,256,256
img_9_patch_0966.tif,img_9_patch_0966_mask.tif,img_9.tif,3008,1088,256,256
img_9_patch_0967.tif,img_9_patch_0967_mask.tif,img_9.tif,3072,1088,256,256
img_9_patch_0968.tif,img_9_patch_0968_mask.tif,img_9.tif,3136,1088,256,256
img_9_patch_0969.tif,img_9_patch_0969_mask.tif,img_9.tif,3200,1088,256,256
img_9_patch_0970.tif,img_9_patch_0970_mask.tif,img_9.tif,3264,1088,256,256
img_9_patch_0971.tif,img_9_patch_0971_mask.tif,img_9.tif,3328,1088,256,256
img_9_patch_0972.tif,img_9_patch_0972_mask.tif,img_9.tif,3348,1088,256,256
img_9_patch_0973.tif,img_9_patch_0973_mask.tif,img_9.tif,0,1152,256,256
img_9_patch_0974.tif,img_9_patch_0974_mask.tif,img_9.tif,64,1152,256,256
img_9_patch_0975.tif,img_9_patch_0975_mask.tif,img_9.tif,128,1152,256,256
img_9_patch_0976.tif,img_9_patch_0976_mask.tif,img_9.tif,192,1152,256,256
img_9_patch_0977.tif,img_9_patch_0977_mask.tif,img_9.tif,256,1152,256,256
img_9_patch_0978.tif,img_9_patch_0978_mask.tif,img_9.tif,320,1152,256,256
img_9_patch_0979.tif,img_9_patch_0979_mask.tif,img_9.tif,384,1152,256,256
img_9_patch_0980.tif,img_9_patch_0980_mask.tif,img_9.tif,448,1152,256,256
img_9_patch_0981.tif,img_9_patch_0981_mask.tif,img_9.tif,512,1152,256,256
img_9_patch_0982.tif,img_9_patch_0982_mask.tif,img_9.tif,576,1152,256,256
img_9_patch_0983.tif,img_9_patch_0983_mask.tif,img_9.tif,640,1152,256,256
img_9_patch_0984.tif,img_9_patch_0984_mask.tif,img_9.tif,704,1152,256,256
img_9_patch_0985.tif,img_9_patch_0985_mask.tif,img_9.tif,768,1152,256,256
img_9_patch_0986.tif,img_9_patch_0986_mask.tif,img_9.tif,832,1152,256,256
img_9_patch_0987.tif,img_9_patch_0987_mask.tif,img_9.tif,896,1152,256,256
img_9_patch_0988.tif,img_9_patch_0988_mask.tif,img_9.tif,960,1152,256,256
img_9_patch_0989.tif,img_9_patch_0989_mask.tif,img_9.tif,1024,1152,256,256
img_9_patch_0990.tif,img_9_patch_0990_mask.tif,img_9.tif,1088,1152,256,256
img_9_patch_0991.tif,img_9_patch_0991_mask.tif,img_9.tif,1152,1152,256,256
img_9_patch_0992.tif,img_9_patch_0992_mask.tif,img_9.tif,1216,1152,256,256
img_9_patch_0993.tif,img_9_patch_0993_mask.tif,img_9.tif,1280,1152,256,256
img_9_patch_0994.tif,img_9_patch_0994_mask.tif,img_9.tif,1344,1152,256,256
img_9_patch_0995.tif,img_9_patch_0995_mask.tif,img_9.tif,1408,1152,256,256
img_9_patch_0996.tif,img_9_patch_0996_mask.tif,img_9.tif,1472,1152,256,256
img_9_patch_0997.tif,img_9_patch_0997_mask.tif,img_9.tif,1536,1152,256,256
img_9_patch_0998.tif,img_9_patch_0998_mask.tif,img_9.tif,1600,1152,256,256
img_9_patch_0999.tif,img_9_patch_0999_mask.tif,img_9.tif,1664,1152,256,256
img_9_patch_1000.tif,img_9_patch_1000_mask.tif,img_9.tif,1728,1152,256,256
img_9_patch_1001.tif,img_9_patch_1001_mask.tif,img_9.tif,1792,1152,256,256
img_9_patch_1002.tif,img_9_patch_1002_mask.tif,img_9.tif,1856,1152,256,256
img_9_patch_1003.tif,img_9_patch_1003_mask.tif,img_9.tif,1920,1152,256,256
img_9_patch_1004.tif,img_9_patch_1004_mask.tif,img_9.tif,1984,1152,256,256
img_9_patch_1005.tif,img_9_patch_1005_mask.tif,img_9.tif,2048,1152,256,256
img_9_patch_1006.tif,img_9_patch_1006_mask.tif,img_9.tif,2112,1152,256,256
img_9_patch_1007.tif,img_9_patch_1007_mask.tif,img_9.tif,2176,1152,256,256
img_9_patch_1008.tif,img_9_patch_1008_mask.tif,img_9.tif,2240,1152,256,256
img_9_patch_1009.tif,img_9_patch_1009_mask.tif,img_9.tif,2304,1152,256,256
img_9_patch_1010.tif,img_9_patch_1010_mask.tif,img_9.tif,2368,1152,256,256
img_9_patch_1011.tif,img_9_patch_1011_mask.tif,img_9.tif,2432,1152,256,256
img_9_patch_1012.tif,img_9_patch_1012_mask.tif,img_9.tif,2496,1152,256,256
img_9_patch_1013.tif,img_9_patch_1013_mask.tif,img_9.tif,2560,1152,256,256
img_9_patch_1014.tif,img_9_patch_1014_mask.tif,img_9.tif,2624,1152,256,256
img_9_patch_1015.tif,img_9_patch_1015_mask.tif,img_9.tif,2688,1152,256,256
img_9_patch_1016.tif,img_9_patch_1016_mask.tif,img_9.tif,2752,1152,256,256
img_9_patch_1017.tif,img_9_patch_1017_mask.tif,img_9.tif,2816,1152,256,256
img_9_patch_1018.tif,img_9_patch_1018_mask.tif,img_9.tif,2880,1152,256,256
img_9_patch_1019.tif,img_9_patch_1019_mask.tif,img_9.tif,2944,1152,256,256
