split,patch_name,width,height,object_ratio,background_ratio,num_objects,level,keep_ratio,augment_times
Train,img_9_patch_0499_mask.tif,256,256,0.068695,0.931305,2,sparse,1.0,1
Train,img_9_patch_0500_mask.tif,256,256,0.158752,0.841248,1,normal,1.0,1
Train,img_9_patch_0501_mask.tif,256,256,0.268433,0.731567,2,normal,1.0,1
Train,img_9_patch_0502_mask.tif,256,256,0.405792,0.594208,5,dense,1.0,1
Train,img_9_patch_0503_mask.tif,256,256,0.411804,0.588196,7,dense,1.0,1
Train,img_9_patch_0504_mask.tif,256,256,0.326416,0.673584,10,normal,1.0,1
Train,img_9_patch_0505_mask.tif,256,256,0.247681,0.752319,14,normal,1.0,1
Train,img_9_patch_0506_mask.tif,256,256,0.106094,0.893906,12,normal,1.0,1
Train,img_9_patch_0507_mask.tif,256,256,0.042542,0.957458,8,sparse,1.0,1
Train,img_9_patch_0508_mask.tif,256,256,0.030945,0.969055,4,sparse,1.0,1
Train,img_9_patch_0509_mask.tif,256,256,0.032257,0.967743,2,sparse,1.0,1
Train,img_9_patch_0510_mask.tif,256,256,0.102783,0.897217,2,normal,1.0,1
Train,img_9_patch_0511_mask.tif,256,256,0.174667,0.825333,2,normal,1.0,1
Train,img_9_patch_0512_mask.tif,256,256,0.212296,0.787704,2,normal,1.0,1
Train,img_9_patch_0513_mask.tif,256,256,0.180038,0.819962,2,normal,1.0,1
Train,img_9_patch_0514_mask.tif,256,256,0.109512,0.890488,1,normal,1.0,1
Train,img_9_patch_0515_mask.tif,256,256,0.037628,0.962372,1,sparse,1.0,1
Train,img_9_patch_0516_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0517_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0518_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0519_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0520_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0521_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0522_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0523_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0524_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0525_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0526_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0527_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0528_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0529_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0530_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0531_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0532_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0533_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0534_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0535_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0536_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0537_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0538_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0539_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0540_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0541_mask.tif,256,256,0.674622,0.325378,1,dense,1.0,1
Train,img_9_patch_0542_mask.tif,256,256,0.901688,0.098312,1,dense,1.0,1
Train,img_9_patch_0543_mask.tif,256,256,0.977951,0.022049,1,dense,1.0,1
Train,img_9_patch_0544_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0545_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0546_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0547_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0548_mask.tif,256,256,0.983765,0.016235,1,dense,1.0,1
Train,img_9_patch_0549_mask.tif,256,256,0.889221,0.110779,1,dense,1.0,1
Train,img_9_patch_0550_mask.tif,256,256,0.685394,0.314606,1,dense,1.0,1
Train,img_9_patch_0551_mask.tif,256,256,0.435394,0.564606,1,dense,1.0,1
Train,img_9_patch_0552_mask.tif,256,256,0.20163,0.79837,1,normal,1.0,1
Train,img_9_patch_0553_mask.tif,256,256,0.055481,0.944519,2,sparse,1.0,1
Train,img_9_patch_0554_mask.tif,256,256,0.053619,0.946381,1,sparse,1.0,1
Train,img_9_patch_0555_mask.tif,256,256,0.120224,0.879776,2,normal,1.0,1
Train,img_9_patch_0556_mask.tif,256,256,0.202698,0.797302,6,normal,1.0,1
Train,img_9_patch_0557_mask.tif,256,256,0.246689,0.753311,8,normal,1.0,1
Train,img_9_patch_0558_mask.tif,256,256,0.229477,0.770523,11,normal,1.0,1
Train,img_9_patch_0559_mask.tif,256,256,0.200348,0.799652,14,normal,1.0,1
Train,img_9_patch_0560_mask.tif,256,256,0.117874,0.882126,11,normal,1.0,1
Train,img_9_patch_0561_mask.tif,256,256,0.064575,0.935425,7,sparse,1.0,1
Train,img_9_patch_0562_mask.tif,256,256,0.037476,0.962524,4,sparse,1.0,1
Train,img_9_patch_0563_mask.tif,256,256,0.053207,0.946793,2,sparse,1.0,1
Train,img_9_patch_0564_mask.tif,256,256,0.186234,0.813766,2,normal,1.0,1
Train,img_9_patch_0565_mask.tif,256,256,0.297134,0.702866,2,normal,1.0,1
Train,img_9_patch_0566_mask.tif,256,256,0.334763,0.665237,2,normal,1.0,1
Train,img_9_patch_0567_mask.tif,256,256,0.281555,0.718445,2,normal,1.0,1
Train,img_9_patch_0568_mask.tif,256,256,0.148529,0.851471,1,normal,1.0,1
Train,img_9_patch_0569_mask.tif,256,256,0.037628,0.962372,1,sparse,1.0,1
Train,img_9_patch_0570_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0571_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0572_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0573_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0574_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0575_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0576_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0577_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0578_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0579_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0580_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0581_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0582_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0583_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0584_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0585_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0586_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0587_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0588_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0589_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0590_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0591_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0592_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0593_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0594_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0595_mask.tif,256,256,0.789261,0.210739,1,dense,1.0,1
Train,img_9_patch_0596_mask.tif,256,256,0.978287,0.021713,1,dense,1.0,1
Train,img_9_patch_0597_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0598_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0599_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0600_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0601_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0602_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0603_mask.tif,256,256,0.966965,0.033035,1,dense,1.0,1
Train,img_9_patch_0604_mask.tif,256,256,0.825104,0.174896,1,dense,1.0,1
Train,img_9_patch_0605_mask.tif,256,256,0.596436,0.403564,1,dense,1.0,1
Train,img_9_patch_0606_mask.tif,256,256,0.346436,0.653564,1,normal,1.0,1
Train,img_9_patch_0607_mask.tif,256,256,0.129471,0.870529,1,normal,1.0,1
Train,img_9_patch_0608_mask.tif,256,256,0.026581,0.973419,2,sparse,1.0,1
Train,img_9_patch_0609_mask.tif,256,256,0.012787,0.987213,2,sparse,1.0,1
Train,img_9_patch_0610_mask.tif,256,256,0.071976,0.928024,5,sparse,1.0,1
Train,img_9_patch_0611_mask.tif,256,256,0.127411,0.872589,9,normal,1.0,1
Train,img_9_patch_0612_mask.tif,256,256,0.146255,0.853745,11,normal,1.0,1
Train,img_9_patch_0613_mask.tif,256,256,0.15831,0.84169,12,normal,1.0,1
Train,img_9_patch_0614_mask.tif,256,256,0.099121,0.900879,9,sparse,1.0,1
Train,img_9_patch_0615_mask.tif,256,256,0.043686,0.956314,6,sparse,1.0,1
Train,img_9_patch_0616_mask.tif,256,256,0.023376,0.976624,4,sparse,1.0,1
Train,img_9_patch_0617_mask.tif,256,256,0.073807,0.926193,3,sparse,1.0,1
Train,img_9_patch_0618_mask.tif,256,256,0.222916,0.777084,3,normal,1.0,1
Train,img_9_patch_0619_mask.tif,256,256,0.339981,0.660019,3,normal,1.0,1
Train,img_9_patch_0620_mask.tif,256,256,0.373825,0.626175,2,normal,1.0,1
Train,img_9_patch_0621_mask.tif,256,256,0.303802,0.696198,2,normal,1.0,1
Train,img_9_patch_0622_mask.tif,256,256,0.154694,0.845306,1,normal,1.0,1
Train,img_9_patch_0623_mask.tif,256,256,0.037628,0.962372,1,sparse,1.0,1
Train,img_9_patch_0624_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0625_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0626_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0627_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0628_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0629_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0630_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0631_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0632_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0633_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0634_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0635_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0636_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0637_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0638_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0639_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0640_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0641_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0642_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0643_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0644_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0645_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0646_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0647_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0648_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0649_mask.tif,256,256,0.833679,0.166321,1,dense,1.0,1
Train,img_9_patch_0650_mask.tif,256,256,0.984787,0.015213,1,dense,1.0,1
Train,img_9_patch_0651_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0652_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0653_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0654_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0655_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0656_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0657_mask.tif,256,256,0.996384,0.003616,1,dense,1.0,1
Train,img_9_patch_0658_mask.tif,256,256,0.917023,0.082977,1,dense,1.0,1
Train,img_9_patch_0659_mask.tif,256,256,0.750595,0.249405,1,dense,1.0,1
Train,img_9_patch_0660_mask.tif,256,256,0.548004,0.451996,1,dense,1.0,1
Train,img_9_patch_0661_mask.tif,256,256,0.320511,0.679489,1,normal,1.0,1
Train,img_9_patch_0662_mask.tif,256,256,0.149872,0.850128,1,normal,1.0,1
Train,img_9_patch_0663_mask.tif,256,256,0.066681,0.933319,2,sparse,1.0,1
Train,img_9_patch_0664_mask.tif,256,256,0.055618,0.944382,4,sparse,1.0,1
Train,img_9_patch_0665_mask.tif,256,256,0.091965,0.908035,7,sparse,1.0,1
Train,img_9_patch_0666_mask.tif,256,256,0.11525,0.88475,8,normal,1.0,1
Train,img_9_patch_0667_mask.tif,256,256,0.128662,0.871338,9,normal,1.0,1
Train,img_9_patch_0668_mask.tif,256,256,0.092316,0.907684,7,sparse,1.0,1
Train,img_9_patch_0669_mask.tif,256,256,0.039108,0.960892,6,sparse,1.0,1
Train,img_9_patch_0670_mask.tif,256,256,0.038101,0.961899,5,sparse,1.0,1
Train,img_9_patch_0671_mask.tif,256,256,0.137466,0.862534,3,normal,1.0,1
Train,img_9_patch_0672_mask.tif,256,256,0.267273,0.732727,4,normal,1.0,1
Train,img_9_patch_0673_mask.tif,256,256,0.35498,0.64502,3,normal,1.0,1
Train,img_9_patch_0674_mask.tif,256,256,0.347977,0.652023,2,normal,1.0,1
Train,img_9_patch_0675_mask.tif,256,256,0.234818,0.765182,2,normal,1.0,1
Train,img_9_patch_0676_mask.tif,256,256,0.105011,0.894989,2,normal,1.0,1
Train,img_9_patch_0677_mask.tif,256,256,0.015274,0.984726,1,sparse,1.0,1
Train,img_9_patch_0678_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0679_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0680_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0681_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0682_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0683_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0684_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0685_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0686_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0687_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0688_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0689_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0690_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0691_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0692_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0693_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0694_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0695_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0696_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0697_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0698_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0699_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0700_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0701_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0702_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0703_mask.tif,256,256,0.867081,0.132919,1,dense,1.0,1
Train,img_9_patch_0704_mask.tif,256,256,0.987411,0.012589,1,dense,1.0,1
Train,img_9_patch_0705_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0706_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0707_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0708_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0709_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0710_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0711_mask.tif,256,256,1.0,0.0,1,dense,1.0,1
Train,img_9_patch_0712_mask.tif,256,256,0.976212,0.023788,1,dense,1.0,1
Train,img_9_patch_0713_mask.tif,256,256,0.872284,0.127716,1,dense,1.0,1
Train,img_9_patch_0714_mask.tif,256,256,0.732193,0.267807,1,dense,1.0,1
Train,img_9_patch_0715_mask.tif,256,256,0.563553,0.436447,1,dense,1.0,1
Train,img_9_patch_0716_mask.tif,256,256,0.377182,0.622818,1,normal,1.0,1
Train,img_9_patch_0717_mask.tif,256,256,0.243561,0.756439,1,normal,1.0,1
Train,img_9_patch_0718_mask.tif,256,256,0.147644,0.852356,3,normal,1.0,1
Train,img_9_patch_0719_mask.tif,256,256,0.096863,0.903137,6,sparse,1.0,1
Train,img_9_patch_0720_mask.tif,256,256,0.074753,0.925247,7,sparse,1.0,1
Train,img_9_patch_0721_mask.tif,256,256,0.068832,0.931168,6,sparse,1.0,1
Train,img_9_patch_0722_mask.tif,256,256,0.05484,0.94516,4,sparse,1.0,1
Train,img_9_patch_0723_mask.tif,256,256,0.05246,0.94754,5,sparse,1.0,1
Train,img_9_patch_0724_mask.tif,256,256,0.085129,0.914871,3,sparse,1.0,1
Train,img_9_patch_0725_mask.tif,256,256,0.203445,0.796555,2,normal,1.0,1
Train,img_9_patch_0726_mask.tif,256,256,0.313339,0.686661,2,normal,1.0,1
Train,img_9_patch_0727_mask.tif,256,256,0.331879,0.668121,2,normal,1.0,1
Train,img_9_patch_0728_mask.tif,256,256,0.281479,0.718521,1,normal,1.0,1
Train,img_9_patch_0729_mask.tif,256,256,0.156631,0.843369,2,normal,1.0,1
Train,img_9_patch_0730_mask.tif,256,256,0.046738,0.953262,2,sparse,1.0,1
Train,img_9_patch_0731_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0732_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0733_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0734_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0735_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0736_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0737_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0738_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0739_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0740_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0741_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0742_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0743_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0744_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0745_mask.tif,256,256,0.003189,0.996811,2,very_sparse,1.0,6
Train,img_9_patch_0746_mask.tif,256,256,0.003189,0.996811,2,very_sparse,1.0,6
Train,img_9_patch_0747_mask.tif,256,256,0.003189,0.996811,2,very_sparse,1.0,6
Train,img_9_patch_0748_mask.tif,256,256,0.003189,0.996811,2,very_sparse,1.0,6
Train,img_9_patch_0749_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0750_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0751_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0752_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0753_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0754_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0755_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0756_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0757_mask.tif,256,256,0.833832,0.166168,1,dense,1.0,1
Train,img_9_patch_0758_mask.tif,256,256,0.950516,0.049484,1,dense,1.0,1
Train,img_9_patch_0759_mask.tif,256,256,0.984314,0.015686,1,dense,1.0,1
Train,img_9_patch_0760_mask.tif,256,256,0.985474,0.014526,1,dense,1.0,1
Train,img_9_patch_0761_mask.tif,256,256,0.959106,0.040894,1,dense,1.0,1
Train,img_9_patch_0762_mask.tif,256,256,0.928085,0.071915,1,dense,1.0,1
Train,img_9_patch_0763_mask.tif,256,256,0.920975,0.079025,1,dense,1.0,1
Train,img_9_patch_0764_mask.tif,256,256,0.932892,0.067108,1,dense,1.0,1
Train,img_9_patch_0765_mask.tif,256,256,0.959259,0.040741,1,dense,1.0,1
Train,img_9_patch_0766_mask.tif,256,256,0.989746,0.010254,1,dense,1.0,1
Train,img_9_patch_0767_mask.tif,256,256,0.958038,0.041962,1,dense,1.0,1
Train,img_9_patch_0768_mask.tif,256,256,0.880447,0.119553,1,dense,1.0,1
Train,img_9_patch_0769_mask.tif,256,256,0.774307,0.225693,1,dense,1.0,1
Train,img_9_patch_0770_mask.tif,256,256,0.627182,0.372818,1,dense,1.0,1
Train,img_9_patch_0771_mask.tif,256,256,0.483032,0.516968,1,dense,1.0,1
Train,img_9_patch_0772_mask.tif,256,256,0.354004,0.645996,2,normal,1.0,1
Train,img_9_patch_0773_mask.tif,256,256,0.230179,0.769821,4,normal,1.0,1
Train,img_9_patch_0774_mask.tif,256,256,0.130066,0.869934,4,normal,1.0,1
Train,img_9_patch_0775_mask.tif,256,256,0.065643,0.934357,4,sparse,1.0,1
Train,img_9_patch_0776_mask.tif,256,256,0.040619,0.959381,4,sparse,1.0,1
Train,img_9_patch_0777_mask.tif,256,256,0.100983,0.899017,3,normal,1.0,1
Train,img_9_patch_0778_mask.tif,256,256,0.157623,0.842377,3,normal,1.0,1
Train,img_9_patch_0779_mask.tif,256,256,0.262802,0.737198,3,normal,1.0,1
Train,img_9_patch_0780_mask.tif,256,256,0.29184,0.70816,3,normal,1.0,1
Train,img_9_patch_0781_mask.tif,256,256,0.219162,0.780838,4,normal,1.0,1
Train,img_9_patch_0782_mask.tif,256,256,0.160294,0.839706,2,normal,1.0,1
Train,img_9_patch_0783_mask.tif,256,256,0.055115,0.944885,2,sparse,1.0,1
Train,img_9_patch_0784_mask.tif,256,256,0.007721,0.992279,2,very_sparse,1.0,6
Train,img_9_patch_0785_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0786_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0787_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0788_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0789_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0790_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0791_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0792_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0793_mask.tif,256,256,0.024979,0.975021,1,sparse,1.0,1
Train,img_9_patch_0794_mask.tif,256,256,0.035583,0.964417,1,sparse,1.0,1
Train,img_9_patch_0795_mask.tif,256,256,0.035583,0.964417,1,sparse,1.0,1
Train,img_9_patch_0796_mask.tif,256,256,0.035583,0.964417,1,sparse,1.0,1
Train,img_9_patch_0797_mask.tif,256,256,0.010605,0.989395,1,sparse,1.0,1
Train,img_9_patch_0798_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0799_mask.tif,256,256,0.017853,0.982147,5,sparse,1.0,1
Train,img_9_patch_0800_mask.tif,256,256,0.017853,0.982147,5,sparse,1.0,1
Train,img_9_patch_0801_mask.tif,256,256,0.017853,0.982147,5,sparse,1.0,1
Train,img_9_patch_0802_mask.tif,256,256,0.017853,0.982147,5,sparse,1.0,1
Train,img_9_patch_0803_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0804_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0805_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0806_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0807_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0808_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0809_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0810_mask.tif,256,256,0.0,1.0,0,background,0.1,4
Train,img_9_patch_0811_mask.tif,256,256,0.622665,0.377335,1,dense,1.0,1
Train,img_9_patch_0812_mask.tif,256,256,0.717377,0.282623,1,dense,1.0,1
Train,img_9_patch_0813_mask.tif,256,256,0.751175,0.248825,1,dense,1.0,1
Train,img_9_patch_0814_mask.tif,256,256,0.747238,0.252762,1,dense,1.0,1
Train,img_9_patch_0815_mask.tif,256,256,0.711594,0.288406,1,dense,1.0,1
Train,img_9_patch_0816_mask.tif,256,256,0.678085,0.321915,1,dense,1.0,1
Train,img_9_patch_0817_mask.tif,256,256,0.711716,0.288284,1,dense,1.0,1
Train,img_9_patch_0818_mask.tif,256,256,0.786133,0.213867,1,dense,1.0,1
Train,img_9_patch_0819_mask.tif,256,256,0.875,0.125,1,dense,1.0,1
Train,img_9_patch_0820_mask.tif,256,256,0.968521,0.031479,1,dense,1.0,1
Train,img_9_patch_0821_mask.tif,256,256,0.999741,0.000259,1,dense,1.0,1
Train,img_9_patch_0822_mask.tif,256,256,0.98465,0.01535,1,dense,1.0,1
Train,img_9_patch_0823_mask.tif,256,256,0.94101,0.05899,1,dense,1.0,1
Train,img_9_patch_0824_mask.tif,256,256,0.85585,0.14415,1,dense,1.0,1
