split,patch_name,width,height,total_pixels,object_pixels,background_pixels,object_ratio,background_ratio,num_objects
Train,img_9_patch_0540_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0541_mask.tif,256,256,65536,44212,21324,0.674622,0.325378,1
Train,img_9_patch_0542_mask.tif,256,256,65536,59093,6443,0.901688,0.098312,1
Train,img_9_patch_0543_mask.tif,256,256,65536,64091,1445,0.977951,0.022049,1
Train,img_9_patch_0544_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0545_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0546_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0547_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0548_mask.tif,256,256,65536,64472,1064,0.983765,0.016235,1
Train,img_9_patch_0549_mask.tif,256,256,65536,58276,7260,0.889221,0.110779,1
Train,img_9_patch_0550_mask.tif,256,256,65536,44918,20618,0.685394,0.314606,1
Train,img_9_patch_0551_mask.tif,256,256,65536,28534,37002,0.435394,0.564606,1
Train,img_9_patch_0552_mask.tif,256,256,65536,13214,52322,0.201630,0.798370,1
Train,img_9_patch_0553_mask.tif,256,256,65536,3636,61900,0.055481,0.944519,2
Train,img_9_patch_0554_mask.tif,256,256,65536,3514,62022,0.053619,0.946381,1
Train,img_9_patch_0555_mask.tif,256,256,65536,7879,57657,0.120224,0.879776,2
Train,img_9_patch_0556_mask.tif,256,256,65536,13284,52252,0.202698,0.797302,6
Train,img_9_patch_0557_mask.tif,256,256,65536,16167,49369,0.246689,0.753311,8
Train,img_9_patch_0558_mask.tif,256,256,65536,15039,50497,0.229477,0.770523,11
Train,img_9_patch_0559_mask.tif,256,256,65536,13130,52406,0.200348,0.799652,14
Train,img_9_patch_0560_mask.tif,256,256,65536,7725,57811,0.117874,0.882126,11
Train,img_9_patch_0561_mask.tif,256,256,65536,4232,61304,0.064575,0.935425,7
Train,img_9_patch_0562_mask.tif,256,256,65536,2456,63080,0.037476,0.962524,4
Train,img_9_patch_0563_mask.tif,256,256,65536,3487,62049,0.053207,0.946793,2
Train,img_9_patch_0564_mask.tif,256,256,65536,12205,53331,0.186234,0.813766,2
Train,img_9_patch_0565_mask.tif,256,256,65536,19473,46063,0.297134,0.702866,2
Train,img_9_patch_0566_mask.tif,256,256,65536,21939,43597,0.334763,0.665237,2
Train,img_9_patch_0567_mask.tif,256,256,65536,18452,47084,0.281555,0.718445,2
Train,img_9_patch_0568_mask.tif,256,256,65536,9734,55802,0.148529,0.851471,1
Train,img_9_patch_0569_mask.tif,256,256,65536,2466,63070,0.037628,0.962372,1
Train,img_9_patch_0570_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0571_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0572_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0573_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0574_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0575_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0576_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0577_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0578_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0579_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0580_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0581_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0582_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0583_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0584_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0585_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0586_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0587_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0588_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0589_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0590_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0591_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0592_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0593_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0594_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0595_mask.tif,256,256,65536,51725,13811,0.789261,0.210739,1
Train,img_9_patch_0596_mask.tif,256,256,65536,64113,1423,0.978287,0.021713,1
Train,img_9_patch_0597_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0598_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0599_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0600_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0601_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0602_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0603_mask.tif,256,256,65536,63371,2165,0.966965,0.033035,1
Train,img_9_patch_0604_mask.tif,256,256,65536,54074,11462,0.825104,0.174896,1
Train,img_9_patch_0605_mask.tif,256,256,65536,39088,26448,0.596436,0.403564,1
Train,img_9_patch_0606_mask.tif,256,256,65536,22704,42832,0.346436,0.653564,1
Train,img_9_patch_0607_mask.tif,256,256,65536,8485,57051,0.129471,0.870529,1
Train,img_9_patch_0608_mask.tif,256,256,65536,1742,63794,0.026581,0.973419,2
Train,img_9_patch_0609_mask.tif,256,256,65536,838,64698,0.012787,0.987213,2
Train,img_9_patch_0610_mask.tif,256,256,65536,4717,60819,0.071976,0.928024,5
Train,img_9_patch_0611_mask.tif,256,256,65536,8350,57186,0.127411,0.872589,9
Train,img_9_patch_0612_mask.tif,256,256,65536,9585,55951,0.146255,0.853745,11
Train,img_9_patch_0613_mask.tif,256,256,65536,10375,55161,0.158310,0.841690,12
Train,img_9_patch_0614_mask.tif,256,256,65536,6496,59040,0.099121,0.900879,9
Train,img_9_patch_0615_mask.tif,256,256,65536,2863,62673,0.043686,0.956314,6
Train,img_9_patch_0616_mask.tif,256,256,65536,1532,64004,0.023376,0.976624,4
Train,img_9_patch_0617_mask.tif,256,256,65536,4837,60699,0.073807,0.926193,3
Train,img_9_patch_0618_mask.tif,256,256,65536,14609,50927,0.222916,0.777084,3
Train,img_9_patch_0619_mask.tif,256,256,65536,22281,43255,0.339981,0.660019,3
Train,img_9_patch_0620_mask.tif,256,256,65536,24499,41037,0.373825,0.626175,2
Train,img_9_patch_0621_mask.tif,256,256,65536,19910,45626,0.303802,0.696198,2
Train,img_9_patch_0622_mask.tif,256,256,65536,10138,55398,0.154694,0.845306,1
Train,img_9_patch_0623_mask.tif,256,256,65536,2466,63070,0.037628,0.962372,1
Train,img_9_patch_0624_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0625_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0626_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0627_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0628_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0629_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0630_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0631_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0632_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0633_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0634_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0635_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0636_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0637_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0638_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0639_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0640_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0641_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0642_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0643_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0644_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0645_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0646_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0647_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0648_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0649_mask.tif,256,256,65536,54636,10900,0.833679,0.166321,1
Train,img_9_patch_0650_mask.tif,256,256,65536,64539,997,0.984787,0.015213,1
Train,img_9_patch_0651_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0652_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0653_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0654_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0655_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0656_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0657_mask.tif,256,256,65536,65299,237,0.996384,0.003616,1
Train,img_9_patch_0658_mask.tif,256,256,65536,60098,5438,0.917023,0.082977,1
Train,img_9_patch_0659_mask.tif,256,256,65536,49191,16345,0.750595,0.249405,1
Train,img_9_patch_0660_mask.tif,256,256,65536,35914,29622,0.548004,0.451996,1
Train,img_9_patch_0661_mask.tif,256,256,65536,21005,44531,0.320511,0.679489,1
Train,img_9_patch_0662_mask.tif,256,256,65536,9822,55714,0.149872,0.850128,1
Train,img_9_patch_0663_mask.tif,256,256,65536,4370,61166,0.066681,0.933319,2
Train,img_9_patch_0664_mask.tif,256,256,65536,3645,61891,0.055618,0.944382,4
Train,img_9_patch_0665_mask.tif,256,256,65536,6027,59509,0.091965,0.908035,7
Train,img_9_patch_0666_mask.tif,256,256,65536,7553,57983,0.115250,0.884750,8
Train,img_9_patch_0667_mask.tif,256,256,65536,8432,57104,0.128662,0.871338,9
Train,img_9_patch_0668_mask.tif,256,256,65536,6050,59486,0.092316,0.907684,7
Train,img_9_patch_0669_mask.tif,256,256,65536,2563,62973,0.039108,0.960892,6
Train,img_9_patch_0670_mask.tif,256,256,65536,2497,63039,0.038101,0.961899,5
Train,img_9_patch_0671_mask.tif,256,256,65536,9009,56527,0.137466,0.862534,3
Train,img_9_patch_0672_mask.tif,256,256,65536,17516,48020,0.267273,0.732727,4
Train,img_9_patch_0673_mask.tif,256,256,65536,23264,42272,0.354980,0.645020,3
Train,img_9_patch_0674_mask.tif,256,256,65536,22805,42731,0.347977,0.652023,2
Train,img_9_patch_0675_mask.tif,256,256,65536,15389,50147,0.234818,0.765182,2
Train,img_9_patch_0676_mask.tif,256,256,65536,6882,58654,0.105011,0.894989,2
Train,img_9_patch_0677_mask.tif,256,256,65536,1001,64535,0.015274,0.984726,1
Train,img_9_patch_0678_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0679_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0680_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0681_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0682_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0683_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0684_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0685_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0686_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0687_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0688_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0689_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0690_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0691_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0692_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0693_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0694_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0695_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0696_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0697_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0698_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0699_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0700_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0701_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0702_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0703_mask.tif,256,256,65536,56825,8711,0.867081,0.132919,1
Train,img_9_patch_0704_mask.tif,256,256,65536,64711,825,0.987411,0.012589,1
Train,img_9_patch_0705_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0706_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0707_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0708_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0709_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0710_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0711_mask.tif,256,256,65536,65536,0,1.000000,0.000000,1
Train,img_9_patch_0712_mask.tif,256,256,65536,63977,1559,0.976212,0.023788,1
Train,img_9_patch_0713_mask.tif,256,256,65536,57166,8370,0.872284,0.127716,1
Train,img_9_patch_0714_mask.tif,256,256,65536,47985,17551,0.732193,0.267807,1
Train,img_9_patch_0715_mask.tif,256,256,65536,36933,28603,0.563553,0.436447,1
Train,img_9_patch_0716_mask.tif,256,256,65536,24719,40817,0.377182,0.622818,1
Train,img_9_patch_0717_mask.tif,256,256,65536,15962,49574,0.243561,0.756439,1
Train,img_9_patch_0718_mask.tif,256,256,65536,9676,55860,0.147644,0.852356,3
Train,img_9_patch_0719_mask.tif,256,256,65536,6348,59188,0.096863,0.903137,6
Train,img_9_patch_0720_mask.tif,256,256,65536,4899,60637,0.074753,0.925247,7
Train,img_9_patch_0721_mask.tif,256,256,65536,4511,61025,0.068832,0.931168,6
Train,img_9_patch_0722_mask.tif,256,256,65536,3594,61942,0.054840,0.945160,4
Train,img_9_patch_0723_mask.tif,256,256,65536,3438,62098,0.052460,0.947540,5
Train,img_9_patch_0724_mask.tif,256,256,65536,5579,59957,0.085129,0.914871,3
Train,img_9_patch_0725_mask.tif,256,256,65536,13333,52203,0.203445,0.796555,2
Train,img_9_patch_0726_mask.tif,256,256,65536,20535,45001,0.313339,0.686661,2
Train,img_9_patch_0727_mask.tif,256,256,65536,21750,43786,0.331879,0.668121,2
Train,img_9_patch_0728_mask.tif,256,256,65536,18447,47089,0.281479,0.718521,1
Train,img_9_patch_0729_mask.tif,256,256,65536,10265,55271,0.156631,0.843369,2
Train,img_9_patch_0730_mask.tif,256,256,65536,3063,62473,0.046738,0.953262,2
Train,img_9_patch_0731_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0732_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0733_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0734_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0735_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0736_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0737_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0738_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0739_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0740_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0741_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0742_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0743_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0744_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0745_mask.tif,256,256,65536,209,65327,0.003189,0.996811,2
Train,img_9_patch_0746_mask.tif,256,256,65536,209,65327,0.003189,0.996811,2
Train,img_9_patch_0747_mask.tif,256,256,65536,209,65327,0.003189,0.996811,2
Train,img_9_patch_0748_mask.tif,256,256,65536,209,65327,0.003189,0.996811,2
Train,img_9_patch_0749_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0750_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0751_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0752_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0753_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0754_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0755_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0756_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0757_mask.tif,256,256,65536,54646,10890,0.833832,0.166168,1
Train,img_9_patch_0758_mask.tif,256,256,65536,62293,3243,0.950516,0.049484,1
Train,img_9_patch_0759_mask.tif,256,256,65536,64508,1028,0.984314,0.015686,1
Train,img_9_patch_0760_mask.tif,256,256,65536,64584,952,0.985474,0.014526,1
Train,img_9_patch_0761_mask.tif,256,256,65536,62856,2680,0.959106,0.040894,1
Train,img_9_patch_0762_mask.tif,256,256,65536,60823,4713,0.928085,0.071915,1
Train,img_9_patch_0763_mask.tif,256,256,65536,60357,5179,0.920975,0.079025,1
Train,img_9_patch_0764_mask.tif,256,256,65536,61138,4398,0.932892,0.067108,1
Train,img_9_patch_0765_mask.tif,256,256,65536,62866,2670,0.959259,0.040741,1
Train,img_9_patch_0766_mask.tif,256,256,65536,64864,672,0.989746,0.010254,1
Train,img_9_patch_0767_mask.tif,256,256,65536,62786,2750,0.958038,0.041962,1
Train,img_9_patch_0768_mask.tif,256,256,65536,57701,7835,0.880447,0.119553,1
Train,img_9_patch_0769_mask.tif,256,256,65536,50745,14791,0.774307,0.225693,1
Train,img_9_patch_0770_mask.tif,256,256,65536,41103,24433,0.627182,0.372818,1
Train,img_9_patch_0771_mask.tif,256,256,65536,31656,33880,0.483032,0.516968,1
Train,img_9_patch_0772_mask.tif,256,256,65536,23200,42336,0.354004,0.645996,2
Train,img_9_patch_0773_mask.tif,256,256,65536,15085,50451,0.230179,0.769821,4
Train,img_9_patch_0774_mask.tif,256,256,65536,8524,57012,0.130066,0.869934,4
Train,img_9_patch_0775_mask.tif,256,256,65536,4302,61234,0.065643,0.934357,4
Train,img_9_patch_0776_mask.tif,256,256,65536,2662,62874,0.040619,0.959381,4
Train,img_9_patch_0777_mask.tif,256,256,65536,6618,58918,0.100983,0.899017,3
Train,img_9_patch_0778_mask.tif,256,256,65536,10330,55206,0.157623,0.842377,3
Train,img_9_patch_0779_mask.tif,256,256,65536,17223,48313,0.262802,0.737198,3
Train,img_9_patch_0780_mask.tif,256,256,65536,19126,46410,0.291840,0.708160,3
Train,img_9_patch_0781_mask.tif,256,256,65536,14363,51173,0.219162,0.780838,4
Train,img_9_patch_0782_mask.tif,256,256,65536,10505,55031,0.160294,0.839706,2
Train,img_9_patch_0783_mask.tif,256,256,65536,3612,61924,0.055115,0.944885,2
Train,img_9_patch_0784_mask.tif,256,256,65536,506,65030,0.007721,0.992279,2
Train,img_9_patch_0785_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0786_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0787_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0788_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0789_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0790_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0791_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0792_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0793_mask.tif,256,256,65536,1637,63899,0.024979,0.975021,1
Train,img_9_patch_0794_mask.tif,256,256,65536,2332,63204,0.035583,0.964417,1
Train,img_9_patch_0795_mask.tif,256,256,65536,2332,63204,0.035583,0.964417,1
Train,img_9_patch_0796_mask.tif,256,256,65536,2332,63204,0.035583,0.964417,1
Train,img_9_patch_0797_mask.tif,256,256,65536,695,64841,0.010605,0.989395,1
Train,img_9_patch_0798_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0799_mask.tif,256,256,65536,1170,64366,0.017853,0.982147,5
Train,img_9_patch_0800_mask.tif,256,256,65536,1170,64366,0.017853,0.982147,5
Train,img_9_patch_0801_mask.tif,256,256,65536,1170,64366,0.017853,0.982147,5
Train,img_9_patch_0802_mask.tif,256,256,65536,1170,64366,0.017853,0.982147,5
Train,img_9_patch_0803_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0804_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0805_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0806_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0807_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0808_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0809_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0810_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0811_mask.tif,256,256,65536,40807,24729,0.622665,0.377335,1
Train,img_9_patch_0812_mask.tif,256,256,65536,47014,18522,0.717377,0.282623,1
Train,img_9_patch_0813_mask.tif,256,256,65536,49229,16307,0.751175,0.248825,1
Train,img_9_patch_0814_mask.tif,256,256,65536,48971,16565,0.747238,0.252762,1
Train,img_9_patch_0815_mask.tif,256,256,65536,46635,18901,0.711594,0.288406,1
Train,img_9_patch_0816_mask.tif,256,256,65536,44439,21097,0.678085,0.321915,1
Train,img_9_patch_0817_mask.tif,256,256,65536,46643,18893,0.711716,0.288284,1
Train,img_9_patch_0818_mask.tif,256,256,65536,51520,14016,0.786133,0.213867,1
Train,img_9_patch_0819_mask.tif,256,256,65536,57344,8192,0.875000,0.125000,1
Train,img_9_patch_0820_mask.tif,256,256,65536,63473,2063,0.968521,0.031479,1
Train,img_9_patch_0821_mask.tif,256,256,65536,65519,17,0.999741,0.000259,1
Train,img_9_patch_0822_mask.tif,256,256,65536,64530,1006,0.984650,0.015350,1
Train,img_9_patch_0823_mask.tif,256,256,65536,61670,3866,0.941010,0.058990,1
Train,img_9_patch_0824_mask.tif,256,256,65536,56089,9447,0.855850,0.144150,1
Train,img_9_patch_0825_mask.tif,256,256,65536,48040,17496,0.733032,0.266968,1
Train,img_9_patch_0826_mask.tif,256,256,65536,38889,26647,0.593399,0.406601,1
Train,img_9_patch_0827_mask.tif,256,256,65536,28560,36976,0.435791,0.564209,1
Train,img_9_patch_0828_mask.tif,256,256,65536,18369,47167,0.280289,0.719711,1
Train,img_9_patch_0829_mask.tif,256,256,65536,10051,55485,0.153366,0.846634,1
Train,img_9_patch_0830_mask.tif,256,256,65536,5484,60052,0.083679,0.916321,2
Train,img_9_patch_0831_mask.tif,256,256,65536,11464,54072,0.174927,0.825073,3
Train,img_9_patch_0832_mask.tif,256,256,65536,17886,47650,0.272919,0.727081,2
Train,img_9_patch_0833_mask.tif,256,256,65536,23208,42328,0.354126,0.645874,2
Train,img_9_patch_0834_mask.tif,256,256,65536,22780,42756,0.347595,0.652405,3
Train,img_9_patch_0835_mask.tif,256,256,65536,13707,51829,0.209152,0.790848,4
Train,img_9_patch_0836_mask.tif,256,256,65536,6673,58863,0.101822,0.898178,3
Train,img_9_patch_0837_mask.tif,256,256,65536,1351,64185,0.020615,0.979385,2
Train,img_9_patch_0838_mask.tif,256,256,65536,102,65434,0.001556,0.998444,1
Train,img_9_patch_0839_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0840_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0841_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0842_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0843_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0844_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0845_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0846_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0847_mask.tif,256,256,65536,3542,61994,0.054047,0.945953,1
Train,img_9_patch_0848_mask.tif,256,256,65536,4237,61299,0.064651,0.935349,1
Train,img_9_patch_0849_mask.tif,256,256,65536,4237,61299,0.064651,0.935349,1
Train,img_9_patch_0850_mask.tif,256,256,65536,4237,61299,0.064651,0.935349,1
Train,img_9_patch_0851_mask.tif,256,256,65536,695,64841,0.010605,0.989395,1
Train,img_9_patch_0852_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0853_mask.tif,256,256,65536,1554,63982,0.023712,0.976288,8
Train,img_9_patch_0854_mask.tif,256,256,65536,1554,63982,0.023712,0.976288,8
Train,img_9_patch_0855_mask.tif,256,256,65536,1554,63982,0.023712,0.976288,8
Train,img_9_patch_0856_mask.tif,256,256,65536,1554,63982,0.023712,0.976288,8
Train,img_9_patch_0857_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0858_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
Train,img_9_patch_0859_mask.tif,256,256,65536,0,65536,0.000000,1.000000,0
